OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,Longitude,Latitude
141,679934,"224 S WASHINGTON ST, SEATTLE, WA 98104",9,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3305233,47.60104738
142,517528,"550 4TH AV S, SEATTLE, WA   98104",477,,,,,GARAGE,7,9,11,21,,,,,,N,UNION STATION PARKING GARAGE NORTH,0,,,,,-122.3284924,47.59782721
143,690380,"414 4TH AVE, SEATTLE, WA 98104",28,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3290214,47.60239309
144,537623,"820 4TH AV S, SEATTLE, WA   98104",684,,,,,GARAGE,7,9,11,21,,,,,,N,IPM - Union Station South,0,,,,,-122.3286465,47.59559621
145,656603,"1000 1ST AVE S, SEATTLE, WA 98134",25,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3336742,47.59403182
146,634905,"201 S JACKSON ST, SEATTLE, WA   98104",242,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3308771,47.59877629
147,625101,"200 4TH AV, SEATTLE, WA 98104",54,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3285872,47.60054806
148,635156,"523 3RD AV W, SEATTLE, WA   98119",60,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3315541,47.60249042
149,635161,"251 6TH AV S, SEATTLE, WA   98104",24,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3267323,47.600545
150,596089,"207 2ND AV S, SEATTLE, WA   98104",48,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3319459,47.60054169
151,595335,"1251 1ST AV S, SEATTLE, WA   98134",60,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3348679,47.59080861
152,596107,"1750 OCCIDENTAL AV S, SEATTLE, WA   98134",210,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3326491,47.58695712
153,76123,"2610 1ST AV, SEATTLE, WA   98121",56,,24 hours,24 hours,24 hours,SURFACE LOT,6,6,9,15,,,,,,N,REPUBLIC,0,,,,,-122.3498869,47.61573602
154,661553,"611 S LANE ST, SEATTLE, WA 98104",24,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3254489,47.59635706
155,637115,"1746 1ST AV S, SEATTLE, WA   98134",48,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3337259,47.58679792
156,76138,"1131 14TH AVE S, SEATTLE, WA 98144",211,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3159871,47.59280114
157,577627,"2204 1ST AVE, SEATTLE, WA 98121",10,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3451013,47.61290646
158,595345,"2401 3RD AV, SEATTLE, WA   98121",24,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3465063,47.61542709
159,603198,"1500 2ND AVE, SEATTLE, WA   98101",322,West Edge,6am - 11pm,8am - 2am,8am - 7pm,GARAGE,7,12,13,23,,,,,,N,REPUBLIC,24,N,215,215,08/03/2017 06:13:07 PM +0000,-122.3387887,47.60967314
160,645739,"1224 MADISON ST, SEATTLE, WA   98104",12,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3234773,47.61046903
161,635177,"2600 ELLIOTT AV, SEATTLE, WA   98121",592,,,,,GARAGE,,,,,16,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3516752,47.61444492
162,581999,"2407 1ST AV, SEATTLE, WA   98121",63,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3485426,47.61421512
163,187081,"2505 1ST AV, SEATTLE, WA   98121",66,,,,,,,,,,,,,,,Y,,0,,,,,-122.3492494,47.61467601
164,631784,"1217 6TH AV, SEATTLE, WA   98101",85,Plymouth Church,6:00am - 6:00pm,Closed,Closed,GARAGE,,,,,,,,,,N,ACE PARKING - PLYMOUTH CHURCH,0,,,,,-122.3326452,47.60866549
165,645764,"1013 8TH AV, SEATTLE, WA   98104",10,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3291004,47.60800894
166,595349,"500 BROADWAY, SEATTLE, WA   98122",13,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3205692,47.60638889
167,655102,"904 7TH AVE, SEATTLE, WA 98104",200,Madison Center,6:30am - 7:00pm,9:00am - 3:00pm,Closed,GARAGE,5,7,9,18,,The Polyclinic,(206) 329-1760,,,N,,,,,,,-122.3287974,47.60707352
168,645758,"1005 E JEFFERSON ST, SEATTLE, WA   98122",20,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3190052,47.60602454
169,655103,"751 MARION ST, SEATTLE, WA 98104",450,Madison Center,6:30am - 7:00pm,9:00am - 3:00pm,Closed,GARAGE,5,7,9,18,,The Polyclinic,(206) 329-1760,,,N,,,,,,,-122.3278342,47.60673945
170,4596,"2330 WESTERN AV, SEATTLE, WA   98121",17,,,,,,,,,,,,,,,N,U-PARK,0,,,,,-122.3482528,47.61352015
171,646190,"910 8TH AV, SEATTLE, WA 98104",210,,,,,GARAGE,3,,,24,,,,,,N,IMPARK,0,,,,,-122.3278862,47.60753782
172,645734,"2708 ELLIOTT AV, SEATTLE, WA   98121",32,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3522665,47.61497615
173,537050,"2801 ALASKAN WY, SEATTLE, WA   98121",112,,,,,,,,,,,,,,,Y,,0,,,,,-122.355935,47.61472524
174,76133,"1124 COLUMBIA ST, SEATTLE, WA 98104",415,,,,,GARAGE,5,7,9,21,,,,,,N,,,,,,,-122.3237246,47.60862078
175,646200,"800 1ST AV, SEATTLE, WA   98104",289,,,,,GARAGE,8,11,14,24,,,,,,N,IPM,0,,,,,-122.3344674,47.60369642
176,589754,"1001 4TH AV, SEATTLE, WA   98154",584,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3338794,47.60614722
177,653862,"2800 3RD AVE, SEATTLE, WA 98121",30,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3497825,47.61805558
178,692708,"1111 3RD AVE, SEATTLE, WA 98101",366,,24 Hours,24 Hours,24 Hours,,,,,,,,,,,N,,,,,,,-122.3353318,47.60655393
179,667845,"2701 1ST AVE, SEATTLE, WA 98121",11,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3512577,47.61580431
180,683126,"1334 ALASKAN WAY, SEATTLE, WA 98101",8,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3403763,47.60703409
181,692447,"721 1ST AVE, SEATTLE, WA 98104",503,,6:00am - 9:00pm,10:00am - 2:30am,10:00am - 10:00pm,GARAGE,3,6,9,,7,Central,(206) 624-1755,,,N,,15,Y,590,590,08/03/2017 06:13:40 PM +0000,-122.3351945,47.60289566
182,680535,"3000 1ST AVE, SEATTLE, WA 98121",10,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3538425,47.61795718
183,593937,"2810 3RD AV, SEATTLE, WA   98121",40,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3497825,47.61805558
184,593896,"2929 2ND AV, SEATTLE, WA   98121",28,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3527868,47.61792079
185,76119,"1108 WESTERN AV, SEATTLE, WA   98101",121,,6:30am - 8:00pm,10:00am - 8:00pm,11:00am - 6:00pm,GARAGE,3,6,9,30,,,,,,N,WATERMARK TOWER GARAGE,20,N,35,35,08/03/2017 06:13:07 PM +0000,-122.338062,47.60547031
186,692709,"1100 2ND AVE, SEATTLE, WA 98101",69,,24 Hours,24 Hours,24 Hours,,,,,,,,,,,N,,,,,,,-122.3358071,47.60641712
187,635176,"2301 5TH AV, SEATTLE, WA   98121",213,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3436869,47.61597512
188,668193,"2001 8TH AVE, SEATTLE, WA 98121",444,West 8th Parking,6:00am - 7:00pm,Closed,Closed,GARAGE,3.65,13.4,15.85,30.5,,,,,,N,,,,,,,-122.3372568,47.61578322
189,664859,"2333 3RD AVE, SEATTLE, WA 98121",21,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3462374,47.61512755
190,637757,"1000 NE 45TH ST, SEATTLE, WA   98105",41,45th and Roosevelt,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3171003,47.66151267
191,625131,"700 NE 45TH ST, SEATTLE, WA   98105",22,Seattle Go Center,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3203564,47.66157821
192,584054,"1819 NW MARKET ST, SEATTLE, WA   98107",7,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3812679,47.66850107
193,625170,"4700 BROOKLYN AV NE, SEATTLE, WA   98105",10,U-District Chevron,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3138675,47.66346131
194,625126,"4515 9TH AV NE, SEATTLE, WA   98105",42,9th and 45th,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3187351,47.66175191
195,637245,"4732 BROOKLYN AV NE, SEATTLE, WA   98105",10,U-District Safeway,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3138937,47.66429158
196,625128,"5511 22ND AV NW, SEATTLE, WA   98107",24,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3851242,47.66928778
197,625127,"1919 N 45TH ST, SEATTLE, WA   98103",33,Wallingford Chase,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.334042,47.66118109
198,637241,"620 N 34TH ST, SEATTLE, WA   98103",95,EPI Garage Building,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3504596,47.64985115
199,596094,"936 N 34TH ST, SEATTLE, WA   98103",47,Freemont (U-Dist),,,,"GARAGE, SURFACE LOT",,,,,,,,,,N,DIAMOND,0,,,,,-122.3455185,47.64918394
200,635360,"2237 NW 57TH ST, SEATTLE, WA   98107",45,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.386339,47.66999546
201,637243,"3020 NE 45TH ST, SEATTLE, WA   98105",15,U-Village Safeway,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.2954478,47.66204924
202,625132,"1300 NE 45TH ST, SEATTLE, WA 98105",51,U-District Key Bank,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3139271,47.66160065
203,637242,"4131 11TH AV NE, SEATTLE, WA   98105",18,College Place Apts,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3170169,47.65769392
204,680533,"7104 WOODLAWN AVE NE, SEATTLE, WA 98115",216,Green Lake Village,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3243177,47.68008861
205,593922,"4725 UNIVERSITY WY NE, SEATTLE, WA   98105",63,,,,,GARAGE,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3134471,47.66382486
206,76117,"219 E GALER ST, SEATTLE, WA 98102",134,E Galer,,,,SURFACE LOT,3,3,8,,,,,,,N,,,,,,,-122.3253464,47.63206806
207,585825,"1101 NE BOAT ST, SEATTLE, WA 98105",28,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3169593,47.65245646
208,76122,"1200 NE BOAT ST, SEATTLE, WA 98115",86,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.315596,47.65251913
209,593951,"6860 E GREEN LAKE WY N, SEATTLE, WA   98115",18,SPUDS,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3269893,47.67831312
210,76124,"1401 NE BOAT ST, SEATTLE, WA 98105",310,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3128076,47.6501469
211,638926,"1111 FAIRVIEW AV N, SEATTLE, WA   98109",66,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3303985,47.62984658
212,639316,"1600 W ARMORY WY, SEATTLE, WA   98119",150,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.376946,47.63848893
213,639537,"1110 ELLIOTT AV W, SEATTLE, WA   98119",13,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3710183,47.62913733
214,645753,"3272 FUHRMAN AV E, SEATTLE, WA   98102",15,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3208144,47.65141132
215,684174,"3400 STONE WAY N, SEATTLE, WA 98103",218,Stone Way Lot,,,,GARAGE,4,7,11,15,,,,,,N,,,,,,,-122.3425408,47.64867588
216,625137,"1600 QUEEN ANNE AV N, SEATTLE, WA   98109",13,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3568006,47.63383235
217,577229,"2402 QUEEN ANNE AV N, SEATTLE, WA   98109",95,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3566513,47.63980744
218,584052,"6300 9TH AV NE, SEATTLE, WA   98115",55,Seattle Healing Arts,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.318097,47.67436542
219,660329,"4730 21ST AVE NE, SEATTLE, WA 98105",11,Ivy Ridge,,,,SURFACE LOT,3,3,5,10,,,,,,N,,,,,,,-122.304879,47.66377248
220,593924,"4550 9TH AV NE, SEATTLE, WA   98105",31,Sundance,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3181448,47.66255068
221,2000024,,30,OLIVETTI #41181,Self park location,Self park location,Self park location,GARAGE,7,10,10,10,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3286774,47.61450207
222,4548,"4259 ROOSEVELT WY NE, SEATTLE, WA 98015",15,,,,,SURFACE LOT,,,,,,U-Park System,,,,N,U-PARK,0,,,,,-122.3180504,47.65917001
223,4612,"400 ROY ST, SEATTLE, WA   98109",27,Queen Anne Lot #108,Self park location,Self park location,Self park location,SURFACE LOT,5,5,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.348652,47.62560217
224,4600,"216 QUEEN ANNE AV N, SEATTLE, WA   98109",15,Seattle Center Lot #96,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3565015,47.62043917
225,4594,"551 DENNY WY, SEATTLE, WA   98109",33,Seattle Center Lot #90,Self park location,Self park location,Self park location,SURFACE LOT,7,7,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3460044,47.61837505
226,4565,"200 1ST AV W, SEATTLE, WA   98119",89,Queen Anne Lot 61,Self park location,Self park location,Self park location,GARAGE,,,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3576801,47.62013525
227,684528,"125 16TH AVE E, SEATTLE, WA 98112",880,Group Health Capitol Hill,6:00am - 9:00pm,Closed,Closed,GARAGE,,,,,,,,,,N,,,,,,,-122.3118202,47.61900617
228,4516,"4228 ROOSEVELT WY NE, SEATTLE, WA   98105",295,U District Lot #11,,,,SURFACE LOT,5,5,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3174962,47.65917093
229,4550,"2120 1ST AV, SEATTLE, WA   98101",56,Belltown Lot #45,,,,SURFACE LOT,12,12,20,25,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3443668,47.6124985
230,4522,"900 N 34TH ST, SEATTLE, WA   98103",27,Freemont Lot 17,,,,SURFACE LOT,5,5,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3468174,47.64942465
231,4570,"910 N NORTHLAKE WY, SEATTLE, WA   98103",85,Freemont Lot #66,6:00am - 6:00pm,,,SURFACE LOT,7,7,,20,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3465088,47.64887811
232,4540,"720 N 35TH ST, SEATTLE, WA   98103",25,Freemont Lot #35,6:00am - 6:00pm,,,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3487043,47.65066616
233,4546,"2015 4TH AV, SEATTLE, WA   98121",26,U-Park #41,,,,SURFACE LOT,12,12,15,20,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3408288,47.6132091
234,4619,"1916 BOREN AV, SEATTLE, WA   98101",49,Denny Triangle Lot #115,,,,SURFACE LOT,7,7,,15,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3331106,47.61735422
235,4610,"1201 MADISON ST, SEATTLE, WA   98104",35,Capitol Hill Lot #106,Self park location,Self park location,Self park location,SURFACE LOT,,,,5,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3235244,47.60971811
236,4545,"2224 WESTERN AV, SEATTLE, WA   98121",88,Belltown Lot #40,,,,SURFACE LOT,12,12,18,20,2,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.34675,47.61267568
237,4553,"114 1ST AV N, SEATTLE, WA   98109",74,Seattle Center Lot #48,6am-6pm,Self park location,Self park location,SURFACE LOT,7,7,,12,,U-Park System,(206)284-9797,,,N,U-PARK,0,,,,,-122.3337991,47.60113824
238,308,"1110 BOYLSTON AV, SEATTLE, WA   98101",170,Polyclinic #93,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,,N,POLYCLINIC PARKING,0,,,,,-122.3223578,47.61180567
239,4559,"1000 N NORTHLAKE WY, SEATTLE, WA   98103",25,Freemont Lot #55,6:00am - 6:00pm,,,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3450932,47.64866167
240,4595,"1140 BOYLSTON AV, SEATTLE, WA   98122",26,Capitol Hill Lot #91,,,,SURFACE LOT,7,7,10,12,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3226213,47.61216535
241,4598,"1110 BOYLSTON AV, SEATTLE, WA   98101",98,Seattle First Baptist Church Lot #94,,,,SURFACE LOT,,,,15,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3223578,47.61180567
242,4583,"313 MAYNARD AV S, SEATTLE, WA   98104",47,Interational District Lot #79,6am-6pm,Self park location,Self park location,SURFACE LOT,7,7,,12,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3254303,47.59970387
243,4557,"601 N 34TH ST, SEATTLE, WA   98103",56,Freemont Lot #52,,,,SURFACE LOT,3,3,,10,11,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3502411,47.64942206
244,4584,"100 W ROY ST, SEATTLE, WA   98109",50,On The Boards,,,,SURFACE LOT,7,7,,12,1,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3584343,47.62590719
245,4547,"2000 3RD AV, SEATTLE, WA   98121",26,Belltown Lot #42,,,,SURFACE LOT,12,12,15,20,1,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3407934,47.61273672
246,4579,"166 N 35TH ST, SEATTLE, WA   98103",22,Freemont Lot #35,,,,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3548932,47.65178367
247,4601,"2335 4TH AV, SEATTLE, WA   98121",30,Downtown lot #97,,,,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3453111,47.61581653
248,4562,"501 N 34TH ST, SEATTLE, WA   98103",60,Freemont Lot #62,,,,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3515822,47.64963411
249,4528,"2238 EASTLAKE AV E, SEATTLE, WA   98102",20,Eastlake Lot #23,6:00am - 6:00pm,,,SURFACE LOT,5,5,,7,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3254846,47.63923819
250,4541,"110 1ST AV W, SEATTLE, WA   98119",36,Queen Anne Lot #36,6am-6pm,Self park location,Self park location,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3576706,47.61909784
251,625012,"301 8TH AV N, SEATTLE, WA   98109",68,KC Library N. - 8th & Harrison,24 Hours,24 Hours,24 Hours,SURFACE LOT,,,,,,Standard Parking Plus,(206) 381-8552,,,N,8TH & THOMAS LOT,0,,,,,-122.3414428,47.6210762
252,677114,"202 WESTLAKE AVE N, SEATTLE, WA 98109",218,202 Westlake,24 Hours,24 Hours,24 Hours,GARAGE,3.66,4.88,7.32,25.62,,Standard Parking Plus,(206) 624-1755,,,N,,,,,,,-122.3380734,47.62003868
253,656128,"120 WESTLAKE AVE N, SEATTLE, WA 98109",261,Rollin Street Flats,24 Hours,24 Hours,24 Hours,SURFACE LOT,1,6,,22,,Standard Parking Plus,(206) 381-8552,,,N,,,,,,,-122.3380689,47.61920816
254,2000008,,371,AMAZON PHASE 3 #81876,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 467-1810,,,N,Standard,,,,,,-122.3355656,47.62405689
255,2000007,,21,Foley - Green  #82018,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3388254,47.62497782
256,637745,"500 BOREN AV N, SEATTLE, WA   98109",259,,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,,Permit only,,Standard Parking Plus,(206) 623-0244,,,N,STANDARD,0,,,,,-122.3356033,47.62383388
257,633167,"301 NE 100TH ST, SEATTLE, WA   98125",885,Thornton Place,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,Standard Parking Plus,(206) 381-8552 EXT 19,,,N,THORTON PLACE GARAGE - LOT,0,,,,,-122.3250007,47.70107673
258,596076,"1010 MARION ST, SEATTLE, WA   98104",218,Cabrini Tower Garage,7am-8:45pm,8am-4:30pm,closed,GARAGE,4,5,,20,,Standard Parking Plus,(206) 622-7407,,,N,CABRINI TOWER GARAGE,0,,,,,-122.324864,47.60866022
259,561452,"1200 5TH AV, SEATTLE, WA   98101",158,IBM Garage,7am-1am,10am-1am,2pm-10:30pm,GARAGE,9,12,,35,,Standard Parking Plus,(206) 623-8572,,,N,IBM BUILDING,0,,,,,-122.3330527,47.60842003
260,595266,"221 YALE AV N, SEATTLE, WA   98109",368,Alley 24,24 Hours,24 Hours,24 Hours,GARAGE,,,,,,Standard Parking Plus,(206) 340-8860,,,N,ALLEY 24 GARAGE,0,,,,,-122.3307817,47.6202949
261,596043,"2030 9TH AV, SEATTLE, WA   98121",36,Steve Johnson Lot,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,15,,Standard Parking Plus,(206) 381-8552,,,N,STEVE JOHNSON LOT,0,,,,,-122.3365445,47.61717703
262,617038,"1401 2ND AV, SEATTLE, WA   98101",241,Pike Plaza Newmark Garage,6am-7am,9am-7pm,10am-6pm,SURFACE LOT,,,,,3,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3388408,47.60870202
263,634756,"2024 4TH AV, SEATTLE, WA   98121",204,Warwick Hotel Garage,5:00am - 11:00pm,6:00am - 11:00pm,6:00am - 11:00pm,GARAGE,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3399474,47.61336931
264,583927,"2801 ALASKAN WY, SEATTLE, WA   98121",112,Pier 70 Garage,7:00am - 7:00pm,7:00am - 7:00pm,7:00am - 7:00pm,GARAGE,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3556887,47.61472854
265,583925,"723 4TH AV, SEATTLE, WA   98104",240,4th and Columbia #4558,6am-7pm,CLOSED,CLOSED,GARAGE,18,24,,36,1,"United Parking Services, LLC",(206) 682-7664,,,N,UNITED,0,,,,,-122.3318652,47.60443169
266,622436,"2103 WESTERN AV, SEATTLE, WA   98121",45,Pike Place Market Garage,8:30am-7pm,8:30am-7pm,8:30am-7pm,SURFACE LOT,,,,18,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3455601,47.61113245
267,594731,"400 4TH AV, SEATTLE, WA   98104",41,,,,,SURFACE LOT,,,,,2,"United Parking Services, LLC",(206)388-0749,,,N,UNITED,0,,,,,-122.3287663,47.60211409
268,583930,"213 CHERRY ST, SEATTLE, WA   98104",225,Cherry Street Garage #4590,6am-7pm,CLOSED,CLOSED,GARAGE,11.95,15.53,,20.32,,"United Parking Services, LLC",(206) 682-7664,,,N,UNITED,0,,,,,-122.3322519,47.60310821
269,600950,"110 YALE AV N, SEATTLE, WA   98109",19,,,,,SURFACE LOT,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3300709,47.6193281
270,611878,"2506 1ST AV, SEATTLE, WA   98101",12,,,,,SURFACE LOT,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3487526,47.61496456
271,622438,"127 BOYLSTON AV E, SEATTLE, WA   98102",29,,,,,SURFACE LOT,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3238146,47.61935654
272,611880,"724 PINE ST, SEATTLE, WA   98101",46,Grand Hyatt Hotel,,,,GARAGE,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3339275,47.61316535
273,583926,"701 4TH AV, SEATTLE, WA   98104",105,,,,,GARAGE,,,,,3,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3314922,47.60400523
274,600948,"1221 1ST AV, SEATTLE, WA   98101",635,Harbor Steps Garage,6am-11pm,6am-11pm,6am-11pm,GARAGE,,,,,,"United Parking Services, LLC",,,,N,UNITED,0,,,,,-122.3381677,47.60635476
275,658824,"2801 WESTERN AVE, SEATTLE, WA 98121",327,,,,,GARAGE,,,,,,"United Parking Services, LLC",,,,N,,,,,,,-122.3533508,47.61565749
276,4513,"1413 HARVARD AV, SEATTLE, WA   98122",111,Capitol Hill Lot #8,,,,SURFACE LOT,7,7,,12,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3224855,47.61343721
277,4533,"710 4TH AV N, SEATTLE, WA   98109",47,Seattle Center Lot #28,,,,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.348504,47.62588792
278,2000016,,30,Analytical Resources #81879,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3401277,47.62138466
279,2000012,,104,9th & Republican #81074,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3393975,47.62287194
280,596062,"300 WESTLAKE AV N, SEATTLE, WA   98109",24,Trick & Murray,24 Hours,24 Hours,24 Hours,SURFACE LOT,,,,,,Standard Parking Plus,(206) 381-8552,,,Y,TRICK & MURRAY LOT,0,,,,,-122.3381369,47.62131109
281,596079,"4225 ROOSEVELT WY NE, SEATTLE, WA   98105",181,Roosevelt Way Garage #81124,6:30am - 7:00pm,Closed,Closed,GARAGE,5,9,,12,,Standard Parking Plus,(206) 545-9401,,,N,4225 ROOSEVELT WY NE GARAGE,0,,,,,-122.3183102,47.65821155
